,similarity,response_time
"(12, 26)",0.46938775510204084,3.7541714397343724
"(12, 27)",0.5,3.6674685857992255
"(12, 28)",0.6122448979591837,3.196903814872106
"(12, 29)",0.3163265306122449,3.4664503959851842
"(12, 30)",0.22448979591836735,3.6172306184415466
"(12, 31)",0.6938775510204082,3.299239242399061
"(12, 32)",0.40816326530612246,3.5610542811196426
"(12, 33)",0.7755102040816326,3.4643259038273087
"(12, 34)",0.7040816326530612,3.389285919921739
"(12, 35)",0.47959183673469385,3.779805103770825
"(12, 36)",0.2653061224489796,3.3205506411668297
"(12, 37)",0.5816326530612245,3.4706665310290976
"(12, 38)",0.7244897959183674,3.407482640397164
"(12, 39)",0.25510204081632654,3.5996539692083993
"(12, 40)",0.3877551020408163,3.697646717044795
"(12, 41)",0.3979591836734694,3.6859616871739997
"(12, 42)",0.7142857142857143,3.585733042573029
"(12, 43)",0.41836734693877553,3.522495628507049
"(12, 44)",0.336734693877551,3.7112267826675276
"(12, 45)",0.3979591836734694,3.925494016193953
"(12, 46)",0.5204081632653061,3.586135670542717
"(12, 47)",0.5612244897959183,3.4034209826162884
"(12, 48)",0.4387755102040816,3.566256891687711
"(12, 49)",0.2857142857142857,3.861972400854374
"(12, 50)",0.1836734693877551,3.754911957693494
"(12, 51)",0.2857142857142857,3.777079136475273
"(12, 52)",0.19387755102040816,3.423915471505681
"(12, 53)",0.336734693877551,3.408917674073228
"(12, 54)",0.1326530612244898,3.1789983882278694
"(12, 55)",0.24489795918367346,3.5794435185298585
"(12, 56)",0.16326530612244897,3.2419123565941526
"(12, 57)",0.1326530612244898,3.068695802437632
"(12, 58)",0.11224489795918367,3.363067733274924
"(12, 59)",0.11224489795918367,3.3478120286888053
"(12, 60)",0.09183673469387756,3.4358475794052254
"(12, 61)",0.11224489795918367,3.0494116656134063
"(12, 62)",0.1836734693877551,3.579258246081216
"(12, 63)",0.09183673469387756,3.3584204452847124
"(12, 64)",0.3469387755102041,3.4382606739627906
"(12, 65)",0.17346938775510204,3.1903034012232507
"(12, 66)",0.29591836734693877,3.467842070855827
"(12, 67)",0.12244897959183673,3.4299940891887832
"(12, 68)",0.21428571428571427,3.505405120682298
"(12, 69)",0.14285714285714285,3.525353315629457
"(12, 70)",0.12244897959183673,3.4150901217209664
"(12, 71)",0.09183673469387756,3.119119694358424
"(12, 72)",0.2755102040816326,3.40858083277677
"(12, 73)",0.22448979591836735,3.486856789763914
"(12, 74)",0.09183673469387756,3.4241513184138705
"(12, 75)",0.25510204081632654,3.827039573669434
"(12, 76)",0.11224489795918367,3.365326904804907
"(12, 77)",0.09183673469387756,3.4869659707659766
"(12, 78)",0.17346938775510204,3.4347464027149335
"(12, 79)",0.15306122448979592,3.4575957274651743
"(12, 80)",0.09183673469387756,3.573712576243837
"(12, 81)",0.15306122448979592,3.7104699711933313
"(12, 82)",0.11224489795918367,3.272668159008026
"(12, 83)",0.11224489795918367,3.3401761412620545
"(12, 84)",0.1836734693877551,3.1433457753114533
"(12, 85)",0.15306122448979592,3.6168757148508757
"(12, 86)",0.1836734693877551,3.5014855997604237
"(12, 87)",0.2755102040816326,3.337963003032612
"(12, 88)",0.10204081632653061,3.5421320450406113
"(12, 89)",0.22448979591836735,3.455566601795063
"(12, 90)",0.19387755102040816,3.4109214483681374
"(12, 91)",0.15306122448979592,3.470573120289021
"(12, 92)",0.07142857142857142,3.4808572342521265
"(12, 93)",0.2653061224489796,3.373109182407116
"(12, 94)",0.19387755102040816,3.0574306586274393
"(12, 95)",0.25510204081632654,3.4365362061394586
"(12, 96)",0.10204081632653061,3.493031457205799
"(12, 97)",0.42857142857142855,3.6977178924962093
"(12, 98)",0.1836734693877551,3.602669622587121
"(12, 99)",0.336734693877551,3.3813259516443526
"(13, 14)",0.32653061224489793,3.9928247620662054
"(13, 15)",0.35714285714285715,3.931660604264055
"(13, 16)",0.6326530612244898,3.6413562866014857
"(13, 17)",0.4897959183673469,3.659179928028478
"(13, 18)",0.47959183673469385,3.6248303966088726
"(13, 19)",0.5918367346938775,3.5447207142453676
"(13, 20)",0.24489795918367346,3.7774237823915913
"(13, 21)",0.07142857142857142,3.3364961945894853
"(13, 22)",0.5612244897959183,3.838683439192371
"(13, 23)",0.2653061224489796,3.552636449315907
"(13, 24)",0.4897959183673469,3.617293285286945
"(13, 25)",0.20408163265306123,3.6657749968662596
"(13, 26)",0.6530612244897959,3.643638863770858
"(13, 27)",0.5918367346938775,3.4918616648231233
"(13, 28)",0.1326530612244898,3.447943866252899
"(13, 29)",0.4387755102040816,3.636806996302171
"(13, 30)",0.37755102040816324,3.8494151895696467
"(13, 31)",0.5510204081632653,3.749546025480543
"(13, 32)",0.45918367346938777,3.4507523374124007
"(13, 33)",0.2755102040816326,3.702352285385132
"(13, 34)",0.336734693877551,3.894825702173668
"(13, 35)",0.21428571428571427,3.7988446003351455
"(13, 36)",0.2755102040816326,3.8832228258252144
"(13, 37)",0.35714285714285715,3.555673255576744
"(13, 38)",0.35714285714285715,3.740783412577742
"(13, 39)",0.5510204081632653,3.644661350587828
"(13, 40)",0.336734693877551,3.836237237705448
"(13, 41)",0.5714285714285714,3.4909505310811495
"(13, 42)",0.29591836734693877,3.7706204777178556
"(13, 43)",0.2653061224489796,3.7184630822291416
"(13, 44)",0.1836734693877551,3.8349988802715584
"(13, 45)",0.42857142857142855,3.9430199029116797
"(13, 46)",0.6428571428571429,3.4213088919631147
"(13, 47)",0.42857142857142855,3.6782373754041537
"(13, 48)",0.3469387755102041,3.794374878992114
"(13, 49)",0.21428571428571427,3.94876302765534
"(13, 50)",0.17346938775510204,3.552690981808355
"(13, 51)",0.1326530612244898,3.5983882071608204
"(13, 52)",0.32653061224489793,3.4313781964473233
"(13, 53)",0.10204081632653061,3.4370265235071598
"(13, 54)",0.12244897959183673,3.226799120505651
"(13, 55)",0.061224489795918366,3.532061148334194
"(13, 56)",0.16326530612244897,3.6260695847971687
"(13, 57)",0.10204081632653061,3.3458591556107558
"(13, 58)",0.17346938775510204,3.5695953299601872
"(13, 59)",0.30612244897959184,3.585152237160692
"(13, 60)",0.23469387755102042,3.70838710609472
"(13, 61)",0.17346938775510204,3.496958138706448
"(13, 62)",0.14285714285714285,3.514980019242675
"(13, 63)",0.10204081632653061,3.4941480087822883
"(13, 64)",0.29591836734693877,3.8770336285233498
"(13, 65)",0.2755102040816326,3.510024347875872
"(13, 66)",0.19387755102040816,3.3294585843001845
"(13, 67)",0.21428571428571427,3.470937821600172
"(13, 68)",0.24489795918367346,3.7786343371973627
"(13, 69)",0.23469387755102042,3.638127001849088
"(13, 70)",0.23469387755102042,3.4446451911386453
"(13, 71)",0.3979591836734694,3.3791662997433116
"(13, 72)",0.24489795918367346,3.481356709931804
"(13, 73)",0.2653061224489796,3.796008442287092
"(13, 74)",0.11224489795918367,3.45606832548019
"(13, 75)",0.12244897959183673,3.280161169625945
"(13, 76)",0.32653061224489793,3.3872752364622345
"(13, 77)",0.2755102040816326,3.61747507750988
"(13, 78)",0.32653061224489793,3.42991749218532
"(13, 79)",0.15306122448979592,3.8052243799776644
"(13, 80)",0.2653061224489796,3.612577598983959
"(13, 81)",0.3163265306122449,3.7615997325290333
"(13, 82)",0.19387755102040816,3.3539289326540063
"(13, 83)",0.3469387755102041,3.3778488423143114
"(13, 84)",0.2755102040816326,3.1721792029482976
"(13, 85)",0.20408163265306123,3.677424772446897
"(13, 86)",0.21428571428571427,3.742712944204157
"(13, 87)",0.1836734693877551,3.7291437553322835
"(13, 88)",0.1326530612244898,3.446597450429743
"(13, 89)",0.16326530612244897,3.475803517849646
"(13, 90)",0.09183673469387756,3.1775232345686044
"(13, 91)",0.30612244897959184,3.688720752627163
"(13, 92)",0.11224489795918367,3.5206995332135564
"(13, 93)",0.12244897959183673,3.80780929117872
"(13, 94)",0.21428571428571427,3.187772453368247
"(13, 95)",0.17346938775510204,3.5798019434498474
"(13, 96)",0.17346938775510204,3.422811098266066
"(13, 97)",0.1326530612244898,3.5320676324564384
"(13, 98)",0.19387755102040816,3.7352902011437847
"(13, 99)",0.25510204081632654,3.4778324982949664
"(14, 15)",0.5510204081632653,3.4187425800732205
"(14, 16)",0.5612244897959183,3.5640922341464965
"(14, 17)",0.673469387755102,3.27315367493674
"(14, 18)",0.40816326530612246,3.592931640148163
"(14, 19)",0.5306122448979592,3.551063133888886
"(14, 20)",0.30612244897959184,3.726964843273163
"(14, 21)",0.3673469387755102,3.367310522471444
"(14, 22)",0.6428571428571429,3.766979551530099
"(14, 23)",0.3163265306122449,3.7594154600624567
"(14, 24)",0.6224489795918368,3.6837034837619678
"(14, 25)",0.5204081632653061,3.3238973974162698
"(14, 26)",0.5510204081632653,3.7298761507786744
"(14, 27)",0.5612244897959183,3.949903003735976
"(14, 28)",0.3979591836734694,3.420613776082578
"(14, 29)",0.37755102040816324,3.7468101878032507
"(14, 30)",0.35714285714285715,3.6121633996134217
"(14, 31)",0.6530612244897959,3.4586968585985516
"(14, 32)",0.41836734693877553,3.7099112240331515
"(14, 33)",0.5816326530612245,3.561198071568413
"(14, 34)",0.4897959183673469,3.9527571528358796
"(14, 35)",0.45918367346938777,3.6111085761306634
"(14, 36)",0.2755102040816326,3.747672889316291
"(14, 37)",0.5510204081632653,3.613422471544017
"(14, 38)",0.8469387755102041,3.0663609504699707
"(14, 39)",0.41836734693877553,3.8379918846309695
"(14, 40)",0.5510204081632653,3.4696979268833443
"(14, 41)",0.5714285714285714,3.464616180540205
"(14, 42)",0.5612244897959183,3.450538158416748
"(14, 43)",0.32653061224489793,3.639762970888726
"(14, 44)",0.41836734693877553,3.578328545114635
"(14, 45)",0.4489795918367347,3.6262112593432083
"(14, 46)",0.4897959183673469,3.6424029953074903
"(14, 47)",0.41836734693877553,3.7130200697316065
"(14, 48)",0.6326530612244898,3.63146465031997
"(14, 49)",0.41836734693877553,3.7852040466509367
"(14, 50)",0.15306122448979592,3.540008050307893
"(14, 51)",0.29591836734693877,3.4523816772129226
"(14, 52)",0.2755102040816326,3.2436236062565365
"(14, 53)",0.29591836734693877,3.48919323671644
"(14, 54)",0.19387755102040816,3.5309521140796796
"(14, 55)",0.2653061224489796,3.6387572984779832
"(14, 56)",0.1836734693877551,3.6409444191999603
"(14, 57)",0.2653061224489796,3.610627366946294
"(14, 58)",0.19387755102040816,3.621080585285626
"(14, 59)",0.24489795918367346,3.5673151821420905
"(14, 60)",0.14285714285714285,3.613803522199647
"(14, 61)",0.20408163265306123,3.6069038770415567
"(14, 62)",0.1326530612244898,3.4330010139836675
"(14, 63)",0.10204081632653061,3.3941078186035156
"(14, 64)",0.3673469387755102,3.8071447854456695
"(14, 65)",0.19387755102040816,3.610468694755623
"(14, 66)",0.1836734693877551,3.4193436936898665
"(14, 67)",0.24489795918367346,3.468508990747588
"(14, 68)",0.24489795918367346,3.7631211127709907
"(14, 69)",0.21428571428571427,3.845364407661858
"(14, 70)",0.16326530612244897,3.5495397665790307
"(14, 71)",0.20408163265306123,3.0801435400139203
"(14, 72)",0.21428571428571427,3.395471711592241
"(14, 73)",0.336734693877551,3.838976463036878
"(14, 74)",0.1326530612244898,3.514155171086303
"(14, 75)",0.2755102040816326,3.7173681081387033
"(14, 76)",0.20408163265306123,3.3903437584370106
"(14, 77)",0.17346938775510204,3.7385393108640397
"(14, 78)",0.17346938775510204,3.62187841116825
"(14, 79)",0.22448979591836735,3.5658613400025803
"(14, 80)",0.20408163265306123,3.588231216489741
"(14, 81)",0.2653061224489796,3.446042200466534
"(14, 82)",0.24489795918367346,3.4194526486440537
"(14, 83)",0.21428571428571427,3.3237439699662037
"(14, 84)",0.1836734693877551,3.663750171661377
"(14, 85)",0.21428571428571427,3.475193438322648
"(14, 86)",0.22448979591836735,3.7692594204918812
"(14, 87)",0.2653061224489796,3.653539378708656
"(14, 88)",0.16326530612244897,3.296530460642877
"(14, 89)",0.22448979591836735,3.5481994582547083
"(14, 90)",0.1836734693877551,3.5076918665286714
"(14, 91)",0.19387755102040816,3.8414674721473503
"(14, 92)",0.10204081632653061,3.063173452648548
"(14, 93)",0.2653061224489796,3.837761295808328
"(14, 94)",0.14285714285714285,3.3555501022854366
"(14, 95)",0.20408163265306123,3.4401389469794177
"(14, 96)",0.19387755102040816,3.5733888916347336
"(14, 97)",0.3877551020408163,3.5562556732784616
"(14, 98)",0.14285714285714285,3.4219185324896753
"(14, 99)",0.14285714285714285,3.634218866928764
"(15, 16)",0.7448979591836735,3.574424633112821
"(15, 17)",0.5612244897959183,3.4851618047271455
"(15, 18)",0.4897959183673469,3.4550462563832602
"(15, 19)",0.6428571428571429,3.6050742621775025
"(15, 20)",0.47959183673469385,3.4887798784159814
"(15, 21)",0.19387755102040816,3.5113477971818714
"(15, 22)",0.336734693877551,3.8271801543032002
"(15, 23)",0.5204081632653061,3.653841249901673
"(15, 24)",0.6836734693877551,3.6629923195750624
"(15, 25)",0.41836734693877553,3.5909008141291343
"(15, 26)",0.7653061224489796,3.6718159733074054
"(15, 27)",0.46938775510204084,3.9294099684419304
"(15, 28)",0.24489795918367346,3.2501113013787704
"(15, 29)",0.45918367346938777,3.632995851207198
"(15, 30)",0.5102040816326531,3.903997963028295
"(15, 31)",0.2653061224489796,3.5753611640496685
"(15, 32)",0.5612244897959183,3.578737282327243
"(15, 33)",0.4489795918367347,3.5424007747025614
"(15, 34)",0.37755102040816324,3.732319370976516
"(15, 35)",0.16326530612244897,3.933523729696112
"(15, 36)",0.1836734693877551,3.8265711733552275
"(15, 37)",0.6122448979591837,3.5682854694602764
"(15, 38)",0.5,3.458273704637561
"(15, 39)",0.5918367346938775,3.742101272615064
"(15, 40)",0.6122448979591837,3.4857863937986306
"(15, 41)",0.40816326530612246,3.757091493518264
"(15, 42)",0.47959183673469385,3.7646066902064477
"(15, 43)",0.5510204081632653,3.6935865344288192
"(15, 44)",0.17346938775510204,3.443239002614408
"(15, 45)",0.5306122448979592,3.550418936516628
"(15, 46)",0.5714285714285714,3.524978366163042
"(15, 47)",0.5204081632653061,3.6445205339363644
"(15, 48)",0.7244897959183674,3.602033849273409
"(15, 49)",0.4387755102040816,3.8174081925760235
"(15, 50)",0.21428571428571427,3.528779868685871
"(15, 51)",0.5306122448979592,3.8494841665284247
"(15, 52)",0.3163265306122449,3.559847855177082
"(15, 53)",0.20408163265306123,3.5513132362190736
"(15, 54)",0.25510204081632654,3.3689001369046734
"(15, 55)",0.3163265306122449,3.7086693318952033
"(15, 56)",0.17346938775510204,3.551071647426178
"(15, 57)",0.2653061224489796,3.7124196843667465
"(15, 58)",0.16326530612244897,3.570010274125819
"(15, 59)",0.4489795918367347,3.7874735636370525
"(15, 60)",0.17346938775510204,3.722085422378475
"(15, 61)",0.2653061224489796,3.2470550829904123
"(15, 62)",0.07142857142857142,3.6291053041082915
"(15, 63)",0.22448979591836735,3.480592533675107
"(15, 64)",0.1836734693877551,3.558222775699712
"(15, 65)",0.37755102040816324,3.4750464471903713
"(15, 66)",0.20408163265306123,3.333958355364976
"(15, 67)",0.17346938775510204,3.59268437050007
"(15, 68)",0.3163265306122449,3.813095365095576
"(15, 69)",0.2755102040816326,3.5503538230009246
"(15, 70)",0.22448979591836735,3.53425469523982
"(15, 71)",0.29591836734693877,3.945866740063617
"(15, 72)",0.16326530612244897,3.383350633738334
"(15, 73)",0.5102040816326531,3.983667360963645
"(15, 74)",0.1326530612244898,3.7028660649345033
"(15, 75)",0.17346938775510204,3.4901404722792204
"(15, 76)",0.29591836734693877,3.5308627353774176
"(15, 77)",0.20408163265306123,3.5416173273866827
"(15, 78)",0.32653061224489793,3.494276255857749
"(15, 79)",0.2653061224489796,3.9402100382180048
"(15, 80)",0.1836734693877551,3.7938758524778846
"(15, 81)",0.40816326530612246,3.8115102486176924
"(15, 82)",0.2755102040816326,3.6564430314882665
"(15, 83)",0.25510204081632654,3.4947224968466264
"(15, 84)",0.32653061224489793,3.6376416561780154
"(15, 85)",0.3979591836734694,3.5009808916794625
"(15, 86)",0.3979591836734694,3.7471345958546696
"(15, 87)",0.19387755102040816,3.6063950061798096
"(15, 88)",0.11224489795918367,3.6278210614548354
"(15, 89)",0.1836734693877551,3.3003853410482407
"(15, 90)",0.030612244897959183,3.4359635603733554
"(15, 91)",0.41836734693877553,3.813631778463311
"(15, 92)",0.25510204081632654,3.3675146999659837
"(15, 93)",0.1836734693877551,3.8487858823661147
"(15, 94)",0.08163265306122448,3.2870559238754544
"(15, 95)",0.42857142857142855,3.50449062403986
"(15, 96)",0.2755102040816326,3.393538192048803
"(15, 97)",0.19387755102040816,3.8447383291581096
"(15, 98)",0.3163265306122449,3.610479987751354
"(15, 99)",0.10204081632653061,3.3946072827685962
"(16, 17)",0.6326530612244898,3.6988748044611137
"(16, 18)",0.3979591836734694,3.754308335613786
"(16, 19)",0.5510204081632653,3.505812993337368
"(16, 20)",0.5714285714285714,3.565268637823022
"(16, 21)",0.30612244897959184,3.569317639411033
"(16, 22)",0.5,3.6371505928930836
"(16, 23)",0.5,3.771561580354517
"(16, 24)",0.6020408163265306,3.3229361695271953
"(16, 25)",0.37755102040816324,3.748669110306906
"(16, 26)",0.6530612244897959,3.3928666945991166
"(16, 27)",0.3673469387755102,3.806245079827965
"(16, 28)",0.3877551020408163,3.371906239374549
"(16, 29)",0.5816326530612245,3.916199362483518
"(16, 30)",0.46938775510204084,3.4001025452948452
"(16, 31)",0.32653061224489793,3.3846105731051903
"(16, 32)",0.5816326530612245,3.6996499671848544
"(16, 33)",0.6020408163265306,3.4247109315225055
"(16, 34)",0.5510204081632653,3.6836381078860083
"(16, 35)",0.1326530612244898,3.402356309848919
"(16, 36)",0.1836734693877551,3.164815312564963
"(16, 37)",0.41836734693877553,3.7402456489476292
"(16, 38)",0.45918367346938777,3.6136069449723935
"(16, 39)",0.45918367346938777,3.756634086932776
"(16, 40)",0.4387755102040816,3.5589156642294766
"(16, 41)",0.5204081632653061,3.915741932501487
"(16, 42)",0.4897959183673469,3.6329395941325595
"(16, 43)",0.5204081632653061,3.7951556676256972
"(16, 44)",0.20408163265306123,3.811890066773803
"(16, 45)",0.5306122448979592,3.57643038424376
"(16, 46)",0.6836734693877551,3.7099795061609018
"(16, 47)",0.336734693877551,3.6178347574216185
"(16, 48)",0.5102040816326531,3.718363822033975
"(16, 49)",0.15306122448979592,3.805623658990438
"(16, 50)",0.17346938775510204,3.3947556050760404
"(16, 51)",0.5408163265306123,4.062967720840659
"(16, 52)",0.20408163265306123,3.5532929783282072
"(16, 53)",0.1836734693877551,3.712258292994368
"(16, 54)",0.2857142857142857,3.3218229719110437
"(16, 55)",0.32653061224489793,3.442623682644056
"(16, 56)",0.1326530612244898,3.4922373901713977
"(16, 57)",0.07142857142857142,3.447314216977074
"(16, 58)",0.11224489795918367,3.3068336146218438
"(16, 59)",0.2857142857142857,3.508720285126141
"(16, 60)",0.16326530612244897,3.3727705159357617
"(16, 61)",0.23469387755102042,3.237090745142528
"(16, 62)",0.10204081632653061,3.6405279788103972
"(16, 63)",0.15306122448979592,3.3992525871310915
"(16, 64)",0.1836734693877551,3.688796793973004
"(16, 65)",0.1836734693877551,3.4941695155920804
"(16, 66)",0.12244897959183673,3.5130612530878613
"(16, 67)",0.19387755102040816,3.464807002394049
"(16, 68)",0.22448979591836735,3.4831775963843405
"(16, 69)",0.42857142857142855,3.8250948483293707
"(16, 70)",0.20408163265306123,3.5741034348805747
"(16, 71)",0.1326530612244898,3.3641852916927513
"(16, 72)",0.17346938775510204,3.5009357546447615
"(16, 73)",0.2653061224489796,3.660214786899501
"(16, 74)",0.061224489795918366,3.435744799267162
"(16, 75)",0.07142857142857142,3.4516633437560484
"(16, 76)",0.30612244897959184,3.666812215376338
"(16, 77)",0.23469387755102042,3.352844840950436
"(16, 78)",0.32653061224489793,3.407080339697691
"(16, 79)",0.23469387755102042,3.6676585652806737
"(16, 80)",0.1836734693877551,3.340057921409607
"(16, 81)",0.2755102040816326,3.793648009901648
"(16, 82)",0.15306122448979592,3.5341068839033443
"(16, 83)",0.1326530612244898,3.479639413140037
"(16, 84)",0.22448979591836735,3.2872452104792877
"(16, 85)",0.32653061224489793,3.3938216003504666
"(16, 86)",0.32653061224489793,4.047384575900868
"(16, 87)",0.10204081632653061,3.4090638469372476
"(16, 88)",0.11224489795918367,3.2910760061160937
"(16, 89)",0.10204081632653061,3.450847399862189
"(16, 90)",0.05102040816326531,3.1553628351377405
"(16, 91)",0.24489795918367346,3.5999551521283446
"(16, 92)",0.17346938775510204,3.5631868872073813
"(16, 93)",0.12244897959183673,3.3202400382505646
"(16, 94)",0.08163265306122448,3.0651523093564794
"(16, 95)",0.46938775510204084,3.289106391943418
"(16, 96)",0.20408163265306123,3.380332018878009
"(16, 97)",0.25510204081632654,3.5232734942654953
"(16, 98)",0.2653061224489796,3.785967958423327
"(16, 99)",0.08163265306122448,3.03783076513009
"(17, 18)",0.4489795918367347,3.487683468160376
"(17, 19)",0.46938775510204084,3.4584789914744243
"(17, 20)",0.2653061224489796,3.3977653049586114
"(17, 21)",0.29591836734693877,3.481298158385537
"(17, 22)",0.7244897959183674,3.3892871057778073
"(17, 23)",0.3673469387755102,3.5219816992768145
"(17, 24)",0.41836734693877553,3.6083325942357383
"(17, 25)",0.6224489795918368,3.3878215780215606
"(17, 26)",0.7142857142857143,3.5135463107715954
"(17, 27)",0.5204081632653061,3.7009692011623208
"(17, 28)",0.3979591836734694,3.446992685578086
"(17, 29)",0.32653061224489793,3.6931823721719446
"(17, 30)",0.20408163265306123,3.8570456214710673
"(17, 31)",0.6632653061224489,3.263221733466439
"(17, 32)",0.40816326530612246,3.5159625184947045
"(17, 33)",0.8061224489795918,3.3107064637754644
"(17, 34)",0.5714285714285714,3.8280087430197915
"(17, 35)",0.5,3.3958159261774794
"(17, 36)",0.3469387755102041,3.632194514586547
"(17, 37)",0.45918367346938777,3.737762769063314
"(17, 38)",0.5816326530612245,3.742355763912201
"(17, 39)",0.25510204081632654,3.891861143566313
"(17, 40)",0.4387755102040816,3.764223185260739
"(17, 41)",0.5714285714285714,3.8812129466961593
"(17, 42)",0.673469387755102,3.8325795654592842
"(17, 43)",0.4387755102040816,3.7495412261321626
"(17, 44)",0.41836734693877553,3.5478835948582352
"(17, 45)",0.35714285714285715,3.782558274269104
"(17, 46)",0.5102040816326531,3.551293693482876
"(17, 47)",0.6020408163265306,3.612964830615304
"(17, 48)",0.4387755102040816,3.719374476738696
"(17, 49)",0.42857142857142855,3.6143921273095265
"(17, 50)",0.16326530612244897,3.3350646992524466
"(17, 51)",0.2653061224489796,3.3946820835096645
"(17, 52)",0.14285714285714285,3.3718349890275436
"(17, 53)",0.22448979591836735,3.201009542814323
"(17, 54)",0.1326530612244898,3.5071413873512056
"(17, 55)",0.14285714285714285,3.274002528405404
"(17, 56)",0.11224489795918367,3.3619271790395016
"(17, 57)",0.14285714285714285,3.4616913869976997
"(17, 58)",0.10204081632653061,3.2612048634537705
"(17, 59)",0.22448979591836735,3.373613879636482
"(17, 60)",0.09183673469387756,3.339347000744032
"(17, 61)",0.1326530612244898,3.4280786207744054
"(17, 62)",0.1326530612244898,3.4435029105706647
"(17, 63)",0.04081632653061224,3.1697698778339793
"(17, 64)",0.2653061224489796,3.725039746401445
"(17, 65)",0.15306122448979592,3.412919312192683
"(17, 66)",0.23469387755102042,3.5487659999302457
"(17, 67)",0.23469387755102042,3.488525723054157
"(17, 68)",0.24489795918367346,3.3260782821136607
"(17, 69)",0.21428571428571427,3.371378587351905
"(17, 70)",0.19387755102040816,3.3928370654025923
"(17, 71)",0.12244897959183673,3.5422799479854
"(17, 72)",0.20408163265306123,3.4102307676195025
"(17, 73)",0.25510204081632654,3.318258134382112
"(17, 74)",0.12244897959183673,3.2331335958787952
"(17, 75)",0.3979591836734694,3.347161963320615
"(17, 76)",0.15306122448979592,3.493178243176979
"(17, 77)",0.14285714285714285,3.3998719589276747
"(17, 78)",0.12244897959183673,3.3523071919168745
"(17, 79)",0.20408163265306123,3.5340119770595004
"(17, 80)",0.22448979591836735,3.226243669336492
"(17, 81)",0.19387755102040816,3.5530044188541647
"(17, 82)",0.16326530612244897,3.1802357288829066
"(17, 83)",0.17346938775510204,3.528274543931551
"(17, 84)",0.09183673469387756,3.233449312773618
"(17, 85)",0.25510204081632654,3.4114919805100987
"(17, 86)",0.19387755102040816,3.5609159564549944
"(17, 87)",0.41836734693877553,3.4261478980382285
"(17, 88)",0.07142857142857142,3.228640560592924
"(17, 89)",0.21428571428571427,3.2480480052806713
"(17, 90)",0.17346938775510204,3.4412588477134705
"(17, 91)",0.1836734693877551,3.530612773851517
"(17, 92)",0.08163265306122448,3.2155468015589266
"(17, 93)",0.336734693877551,3.357043657827815
"(17, 94)",0.1836734693877551,3.435697911114528
"(17, 95)",0.15306122448979592,3.2034312264393954
"(17, 96)",0.14285714285714285,3.4100802329099067
"(17, 97)",0.5102040816326531,3.4594579427330583
"(17, 98)",0.12244897959183673,3.2768291621594816
"(17, 99)",0.17346938775510204,3.5821895589431128
"(18, 19)",0.3469387755102041,3.673047355845966
"(18, 20)",0.1326530612244898,3.513346059454812
"(18, 21)",0.17346938775510204,3.382404913596057
"(18, 22)",0.37755102040816324,3.6762574894861744
"(18, 23)",0.25510204081632654,3.540257155367758
"(18, 24)",0.46938775510204084,3.6415121560556845
"(18, 25)",0.3979591836734694,3.6255338561218395
"(18, 26)",0.5408163265306123,3.77744587157902
"(18, 27)",0.7959183673469388,3.1786433221965003
"(18, 28)",0.061224489795918366,3.2967220703057483
"(18, 29)",0.5714285714285714,3.6131625425247917
"(18, 30)",0.25510204081632654,3.7551034331321715
"(18, 31)",0.5204081632653061,3.918119426207109
"(18, 32)",0.46938775510204084,3.558962501179088
"(18, 33)",0.21428571428571427,3.647344907828137
"(18, 34)",0.3673469387755102,3.719177155909331
"(18, 35)",0.5204081632653061,3.7080959311319055
"(18, 36)",0.3163265306122449,3.587916453679403
"(18, 37)",0.37755102040816324,3.7732165804854385
"(18, 38)",0.3163265306122449,3.7254794527744424
"(18, 39)",0.5714285714285714,3.401321671225808
"(18, 40)",0.4489795918367347,3.3050705417990685
"(18, 41)",0.7142857142857143,3.6274086128581655
"(18, 42)",0.19387755102040816,3.563743609806587
"(18, 43)",0.3163265306122449,3.4955312680760655
"(18, 44)",0.4387755102040816,3.5409961090431556
"(18, 45)",0.32653061224489793,3.8123526680576907
"(18, 46)",0.47959183673469385,3.6217692731756026
"(18, 47)",0.3673469387755102,3.5995675644704273
"(18, 48)",0.41836734693877553,3.594732790911963
"(18, 49)",0.5918367346938775,3.4155405340967953
"(18, 50)",0.23469387755102042,3.7659521092068067
"(18, 51)",0.24489795918367346,3.5443846232124736
"(18, 52)",0.2755102040816326,3.721246262567233
"(18, 53)",0.10204081632653061,3.174292330308394
"(18, 54)",0.1836734693877551,3.393230774692286
"(18, 55)",0.1326530612244898,3.6514076771480695
"(18, 56)",0.20408163265306123,3.453359005706651
"(18, 57)",0.3469387755102041,3.7150474847891393
"(18, 58)",0.2857142857142857,3.4088358879089355
"(18, 59)",0.16326530612244897,3.392784709128264
"(18, 60)",0.11224489795918367,3.4520002852786673
"(18, 61)",0.16326530612244897,3.415328408053162
"(18, 62)",0.11224489795918367,3.409459720138742
"(18, 63)",0.21428571428571427,3.2654263404282657
"(18, 64)",0.2653061224489796,3.6355876236591698
"(18, 65)",0.16326530612244897,3.406222796654916
"(18, 66)",0.09183673469387756,3.454245700125109
"(18, 67)",0.20408163265306123,3.5141673868736336
"(18, 68)",0.23469387755102042,3.4296625488060566
"(18, 69)",0.10204081632653061,3.518192439207009
"(18, 70)",0.15306122448979592,3.3361510614879797
"(18, 71)",0.32653061224489793,3.6719195284284987
"(18, 72)",0.2653061224489796,3.6754651351978906
